chrom	trans_id	strand	gene_id	gene_name	transcript_biotype	gene_start	gene_stop	CDS_start	CDS_stop	CDS_length	5UTR_length	3UTR_length	transcript_length
11	ENST00000314222	-	ENSG00000181649	PHLDA2	protein_coding	2928273	2929420	57	515	459	56	405	920
17	ENST00000306869	-	ENSG00000169738	DCXR	protein_coding	82035858	82037697	16	750	735	15	102	852
1	ENST00000581312	-	ENSG00000264522	OTUD7B	protein_coding	149937812	150010726	346	2877	2532	345	6045	8922
1	ENST00000358024	+	ENSG00000133069	TMCC2	protein_coding	205227946	205273343	620	2749	2130	619	1219	3968
1	ENST00000374296	-	ENSG00000182749	PAQR7	protein_coding	25861484	25871253	668	1708	1041	667	1315	3023
11	ENST00000301896	-	ENSG00000168070	MAJIN	protein_coding	64938230	64972108	297	947	651	296	345	1292
12	ENST00000398189	-	ENSG00000175336	APOF	protein_coding	56360568	56362857	113	1093	981	112	657	1750
X	ENST00000372466	-	ENSG00000198088	NUP62CL	protein_coding	107123427	107206433	253	807	555	252	948	1755
19	ENST00000335426	+	ENSG00000186838	SELENOV	protein_coding	39515139	39520675	75	1115	1041	74	552	1667
5	ENST00000296921	+	ENSG00000164438	TLX3	protein_coding	171309248	171312139	119	994	876	118	540	1534
7	ENST00000303915	-	ENSG00000166526	ZNF3	protein_coding	100069979	100079167	969	2309	1341	968	1164	3473
2	ENST00000409990	-	ENSG00000196151	WDSUB1	protein_coding	159235801	159286592	258	1688	1431	257	232	1920
17	ENST00000262410	+	ENSG00000186868	MAPT	protein_coding	45894554	46028334	151	2652	2502	150	4163	6815
16	ENST00000262134	+	ENSG00000087253	LPCAT2	protein_coding	55509072	55586666	111	1745	1635	110	3568	5313
6	ENST00000641895	+	ENSG00000204695	OR14J1	protein_coding	29301701	29313017	116	1081	966	115	5362	6443
7	ENST00000509356	+	ENSG00000251154	PTTG1IP2	protein_coding	90469639	90513397	149	613	465	148	170	783
5	ENST00000382254	-	ENSG00000154162	CDH12	protein_coding	21750673	22853344	810	3194	2385	809	1064	4258
12	ENST00000261336	-	ENSG00000126838	PZP	protein_coding	9148840	9208395	55	4503	4449	54	132	4635
16	ENST00000421369	+	ENSG00000170537	TMC7	protein_coding	18984287	19063942	559	2400	1842	558	2099	4499
11	ENST00000319760	+	ENSG00000221840	OR4A5	protein_coding	54706832	54707902	54	1001	948	53	70	1071
X	ENST00000218032	+	ENSG00000101916	TLR8	protein_coding	12906620	12923169	88	3213	3126	87	1003	4216
1	ENST00000256646	-	ENSG00000134250	NOTCH2	protein_coding	119911553	120069662	257	7672	7416	256	3753	11425
13	ENST00000219022	+	ENSG00000102837	OLFM4	protein_coding	53028813	53052057	25	1557	1533	24	1286	2843
16	ENST00000251595	+	ENSG00000188536	HBA2	protein_coding	172876	173710	38	466	429	37	110	576
11	ENST00000393389	+	ENSG00000137494	ANKRD42	protein_coding	83193739	83215200	933	1529	597	932	2537	4066
9	ENST00000304820	+	ENSG00000171481	OR1L3	protein_coding	122675130	122676104	1	978	978	0	-3	975
1	ENST00000676334	+	ENSG00000288629	ENSG00000288629	protein_coding	89579592	89579654	1	63	63	0	0	63
X	ENST00000381241	+	ENSG00000196433	ASMT	protein_coding	1615059	1643081	142	1263	1122	141	67	1330
X	ENST00000370526	-	ENSG00000182195	LDOC1	protein_coding	141173235	141177129	109	549	441	108	3346	3895
17	ENST00000331238	-	ENSG00000185924	RTN4RL1	protein_coding	1934677	2025334	470	1795	1326	469	1819	3614
5	ENST00000672479	-	ENSG00000070808	CAMK2A	protein_coding	150219596	150290093	298	1734	1437	297	3114	4848
X	ENST00000355610	-	ENSG00000133131	MORC4	protein_coding	106940738	107000212	244	3057	2814	243	741	3798
19	ENST00000358666	+	ENSG00000198258	UBL5	protein_coding	9827892	9830115	185	406	222	184	107	513
6	ENST00000647633	-	ENSG00000168477	TNXB	protein_coding	32041154	32109332	161	13636	13476	160	195	13831
15	ENST00000382031	+	ENSG00000166963	MAP1A	protein_coding	43510958	43531620	32	9157	9126	31	1396	10553
5	ENST00000438447	+	ENSG00000133401	PDZD2	protein_coding	31639131	32110932	668	9187	8520	667	2797	11984
5	ENST00000304858	+	ENSG00000170606	HSPA4	protein_coding	133052013	133106449	239	2761	2523	238	2013	4774
8	ENST00000412232	+	ENSG00000020181	ADGRA2	protein_coding	37796883	37844896	387	4403	4017	386	2541	6944
11	ENST00000255078	+	ENSG00000132740	IGHMBP2	protein_coding	68903891	68940601	63	3044	2982	62	870	3914
10	ENST00000279873	+	ENSG00000150347	ARID5B	protein_coding	61901699	62096944	12	3578	3567	11	3914	7492
2	ENST00000281961	+	ENSG00000152154	TMEM178A	protein_coding	39665917	39717963	59	952	894	58	712	1664
21	ENST00000400546	+	ENSG00000154654	NCAM2	protein_coding	20998409	21543329	156	2669	2514	155	5372	8041
10	ENST00000371939	+	ENSG00000204022	LIPJ	protein_coding	88586762	88606976	315	1415	1101	314	69	1484
3	ENST00000454872	+	ENSG00000177694	NAALADL2	protein_coding	174859334	175810548	75	2462	2388	74	7345	9807
14	ENST00000689127	+	ENSG00000100565	LRRC74A	protein_coding	76826408	76870304	291	1706	1416	290	155	1861
4	ENST00000441802	-	ENSG00000083857	FAT1	protein_coding	186587794	186723856	212	13978	13767	211	798	14776
5	ENST00000505459	+	ENSG00000153037	SRP19	protein_coding	112861287	112869788	91	525	435	90	2251	2776
6	ENST00000480824	+	ENSG00000198663	C6orf89	protein_coding	36885952	36928964	197	1240	1044	196	5523	6763
9	ENST00000373659	-	ENSG00000186130	ZBTB6	protein_coding	122908056	122913323	83	1357	1275	82	2742	4099
X	ENST00000598963	-	ENSG00000268738	HSFX2	protein_coding	149592512	149595314	615	1886	1272	614	80	1966
15	ENST00000332663	+	ENSG00000182974	OR4M2B	protein_coding	21637909	21638992	99	1040	942	98	44	1084
14	ENST00000382708	+	ENSG00000092010	PSME1	protein_coding	24136200	24138964	64	816	753	63	320	1136
2	ENST00000355123	-	ENSG00000198399	ITSN2	protein_coding	24202864	24360536	267	5360	5094	266	762	6122
1	ENST00000439741	-	ENSG00000014914	MTMR11	protein_coding	149928651	149936879	233	2362	2130	232	478	2840
12	ENST00000455511	-	ENSG00000196510	ANAPC7	protein_coding	110372900	110403708	82	1779	1698	81	1244	3023
7	ENST00000006015	-	ENSG00000005073	HOXA11	protein_coding	27181157	27185232	89	1030	942	88	1639	2669
18	ENST00000300605	-	ENSG00000167220	HDHD2	protein_coding	47107410	47150500	134	913	780	133	1272	2185
12	ENST00000556029	+	ENSG00000120802	TMPO	protein_coding	98515590	98550351	279	1643	1365	278	2493	4136
1	ENST00000240189	+	ENSG00000120952	PRAMEF2	protein_coding	12857086	12861909	88	1512	1425	87	130	1642
5	ENST00000245414	-	ENSG00000125347	IRF1	protein_coding	132481609	132490773	235	1212	978	234	2342	3554
19	ENST00000376325	-	ENSG00000187902	SHISA7	protein_coding	55428740	55443300	438	2054	1617	437	4416	6470
8	ENST00000519973	+	ENSG00000147454	SLC25A37	protein_coding	23528956	23575463	48	1064	1017	47	3608	4672
MT	ENST00000361624	+	ENSG00000198804	MT-CO1	protein_coding	5904	7445	1	1542	1542	0	0	1542
11	ENST00000356130	-	ENSG00000280090	OR8B4	protein_coding	124423942	124424871	1	930	930	0	0	930
19	ENST00000251473	+	ENSG00000105520	PLPPR2	protein_coding	11355386	11365698	377	1408	1032	376	1319	2727
20	ENST00000371571	-	ENSG00000026559	KCNG1	protein_coding	51003656	51023107	265	1806	1542	264	383	2189
5	ENST00000314744	-	ENSG00000181965	NEUROG1	protein_coding	135534282	135535964	275	988	714	274	695	1683
7	ENST00000691607	+	ENSG00000205238	SPDYE2	protein_coding	102551226	102563538	485	1693	1209	484	1528	3221
9	ENST00000372271	-	ENSG00000126882	FAM78A	protein_coding	131258078	131276510	332	1183	852	331	2744	3927
17	ENST00000353383	+	ENSG00000108557	RAI1	protein_coding	17681458	17811453	485	6205	5721	484	1472	7677
1	ENST00000335674	-	ENSG00000185962	LCE3A	protein_coding	152622834	152623103	1	270	270	0	0	270
16	ENST00000308807	-	ENSG00000168404	MLKL	protein_coding	74671855	74700862	413	1828	1416	412	649	2477
X	ENST00000262752	-	ENSG00000072133	RPS6KA6	protein_coding	84058350	84188199	301	2538	2238	300	5927	8465
12	ENST00000266674	+	ENSG00000139292	LGR5	protein_coding	71439798	71586310	284	3007	2724	283	1576	4583
1	ENST00000072644	-	ENSG00000058799	YIPF1	protein_coding	53851733	53889797	355	1275	921	354	546	1821
13	ENST00000542664	-	ENSG00000102468	HTR2A	protein_coding	46831546	46897053	709	2124	1416	708	3291	5415
20	ENST00000303142	+	ENSG00000171984	SHLD1	protein_coding	5750401	5864395	84	701	618	83	932	1633
16	ENST00000564903	+	ENSG00000131143	COX4I1	protein_coding	85801202	85806968	5	385	381	4	1096	1481
19	ENST00000221444	-	ENSG00000104848	KCNA7	protein_coding	49067397	49072699	115	1485	1371	114	2666	4151
6	ENST00000373122	-	ENSG00000095970	TREM2	protein_coding	41158506	41163103	22	690	669	21	322	1012
2	ENST00000392783	-	ENSG00000123636	BAZ2B	protein_coding	159318979	159616548	353	6859	6507	352	1286	8145
14	ENST00000299088	-	ENSG00000100802	C14orf93	protein_coding	22985894	23010143	423	2039	1617	422	1321	3360
3	ENST00000394095	-	ENSG00000138468	SENP7	protein_coding	101324205	101513212	83	3235	3153	82	1738	4973
21	ENST00000339818	-	ENSG00000160226	CFAP410	protein_coding	44328944	44339390	197	967	771	196	1254	2221
17	ENST00000328248	+	ENSG00000184650	ODF4	protein_coding	8339840	8346046	213	986	774	212	194	1180
4	ENST00000309395	+	ENSG00000173542	MOB1B	protein_coding	70902369	70988168	169	819	651	168	6111	6930
12	ENST00000546837	-	ENSG00000257390	ENSG00000257390	protein_coding	55757275	55827546	1	1570	1570	0	237	1807
X	ENST00000338647	+	ENSG00000189420	ZFP92	protein_coding	153411472	153426481	300	1550	1251	299	4853	6403
19	ENST00000314531	-	ENSG00000175691	ZNF77	protein_coding	2933218	2944971	132	1769	1638	131	271	2040
7	ENST00000326232	-	ENSG00000157800	SLC37A3	protein_coding	140333752	140398530	186	1670	1485	185	1660	3330
19	ENST00000434646	+	ENSG00000204866	IGFL2	protein_coding	46147782	46161289	292	684	393	291	201	885
21	ENST00000416044	-	ENSG00000232263	KRTAP25-1	protein_coding	30289145	30289514	25	333	309	24	37	370
1	ENST00000366977	-	ENSG00000117697	NSL1	protein_coding	212726153	212791777	15	860	846	14	12255	13115
14	ENST00000286523	-	ENSG00000156030	MIDEAS	protein_coding	73715131	73760298	784	3921	3138	783	4170	8091
6	ENST00000544672	-	ENSG00000204385	SLC44A4	protein_coding	31863195	31877671	298	2202	1905	297	432	2634
10	ENST00000369023	-	ENSG00000107672	NSMCE4A	protein_coding	121957091	121975217	53	1210	1158	52	181	1391
9	ENST00000334726	+	ENSG00000186881	OR13F1	protein_coding	104504263	104505222	1	960	960	0	0	960
5	ENST00000683046	-	ENSG00000186314	PRELID2	protein_coding	145756344	145835342	92	625	534	91	4192	4817
2	ENST00000281382	-	ENSG00000151665	PIGF	protein_coding	46580937	46617041	94	753	660	93	541	1294
22	ENST00000249066	-	ENSG00000128335	APOL2	protein_coding	36226210	36239954	478	1491	1014	477	1194	2685
3	ENST00000389672	+	ENSG00000080224	EPHA6	protein_coding	96814594	97761532	31	3423	3393	30	12831	16254
2	ENST00000641359	-	ENSG00000284629	SCYGR1	protein_coding	227387683	227387949	1	267	267	0	0	267
7	ENST00000000233	+	ENSG00000004059	ARF5	protein_coding	127588411	127591700	89	631	543	88	401	1032
2	ENST00000611582	+	ENSG00000135931	ARMC9	protein_coding	231198631	231376848	110	2566	2457	109	5313	7879
2	ENST00000695436	-	ENSG00000144029	MRPS5	protein_coding	95085391	95121600	1035	2090	1056	1034	1966	4056
3	ENST00000321464	+	ENSG00000177311	ZBTB38	protein_coding	141368504	141449792	611	4198	3588	610	3816	8014
10	ENST00000398250	+	ENSG00000203805	PLPP4	protein_coding	120457227	120592065	80	895	816	79	2563	3458
X	ENST00000374403	+	ENSG00000090889	KIF4A	protein_coding	70290104	70420886	69	3767	3699	68	621	4388
19	ENST00000354590	-	ENSG00000119574	ZBTB45	protein_coding	58513530	58519554	293	1828	1536	292	524	2352
20	ENST00000698795	-	ENSG00000125872	LRRN4	protein_coding	6040546	6054049	226	1272	1047	225	1856	3128
1	ENST00000368770	+	ENSG00000186226	LCE1E	protein_coding	152786257	152788426	74	430	357	73	770	1200
2	ENST00000375734	-	ENSG00000115963	RND3	protein_coding	150468195	150487667	251	985	735	250	1792	2777
20	ENST00000255008	+	ENSG00000132671	SSTR4	protein_coding	23035312	23039237	173	1339	1167	172	2587	3926
6	ENST00000615527	-	ENSG00000146112	PPP1R18	protein_coding	30676391	30687895	1878	3719	1842	1877	878	4597
9	ENST00000371957	+	ENSG00000198870	STKLD1	protein_coding	133376366	133406096	109	2151	2043	108	675	2826
12	ENST00000704711	+	ENSG00000067715	SYT1	protein_coding	78864965	79451991	362	1456	1095	361	4725	6181
17	ENST00000293777	+	ENSG00000161920	MED11	protein_coding	4731428	4733607	63	416	354	62	420	836
8	ENST00000256404	-	ENSG00000134020	PEBP4	protein_coding	22713251	22927914	99	782	684	98	119	901
21	ENST00000518498	-	ENSG00000160180	TFF3	protein_coding	42311667	42315409	36	278	243	35	589	867
1	ENST00000673466	-	ENSG00000117020	AKT3	protein_coding	243499724	243850243	317	1756	1440	316	5525	7281
13	ENST00000682523	+	ENSG00000152207	CYSLTR2	protein_coding	48653929	48711226	355	1395	1041	354	3368	4763
14	ENST00000397267	-	ENSG00000092096	SLC22A17	protein_coding	23346314	23352912	172	2121	1950	171	334	2455
16	ENST00000688509	-	ENSG00000289491	ENSG00000289491	protein_coding	30610211	30610351	1	141	141	0	0	141
1	ENST00000376810	+	ENSG00000120942	UBIAD1	protein_coding	11273198	11288434	335	1351	1017	334	2303	3654
3	ENST00000417220	+	ENSG00000041880	PARP3	protein_coding	51942345	51948862	489	2090	1602	488	382	2472
X	ENST00000376088	+	ENSG00000171365	CLCN5	protein_coding	49922615	50099235	642	3092	2451	641	7016	10108
11	ENST00000529803	+	ENSG00000254550	OMP	protein_coding	77102840	77103331	1	492	492	0	0	492
10	ENST00000630152	+	ENSG00000107447	DNTT	protein_coding	96304409	96338562	90	1616	1527	89	338	1954
15	ENST00000674082	-	ENSG00000181827	RFX7	protein_coding	56087280	56245082	866	4957	4092	865	6065	11022
4	ENST00000261438	+	ENSG00000109787	KLF3	protein_coding	38664199	38701517	303	1340	1038	302	4254	5594
16	ENST00000258214	-	ENSG00000135736	CCDC102A	protein_coding	57512181	57536571	220	1872	1653	219	560	2432
19	ENST00000310127	-	ENSG00000130270	ATP8B3	protein_coding	1782075	1812276	240	4142	3903	239	953	5095
4	ENST00000507142	-	ENSG00000137601	NEK1	protein_coding	169392809	169612583	535	4395	3861	534	1701	6096
6	ENST00000519065	-	ENSG00000196591	HDAC2	protein_coding	113933028	113971148	241	1707	1467	240	8030	9737
19	ENST00000458235	-	ENSG00000105639	JAK3	protein_coding	17824782	17847982	51	3425	3375	50	1961	5386
1	ENST00000367868	-	ENSG00000143167	GPA33	protein_coding	167052836	167090377	91	1050	960	90	1498	2548
17	ENST00000537686	-	ENSG00000125447	GGA3	protein_coding	75236599	75261606	20	2191	2172	19	1680	3871
3	ENST00000703936	-	ENSG00000290315	ENSG00000290315	protein_coding	49024345	49094071	182	3766	3585	181	38	3804
X	ENST00000370353	+	ENSG00000130032	PRRG3	protein_coding	151698307	151705924	391	1086	696	390	4891	5977
X	ENST00000334398	-	ENSG00000185973	TMLHE	protein_coding	155489011	155612952	163	1428	1266	162	2524	3952
21	ENST00000493196	-	ENSG00000156253	RWDD2B	protein_coding	29004384	29019349	73	1032	960	72	2033	3065
5	ENST00000694905	-	ENSG00000169223	LMAN2	protein_coding	177331605	177351676	30	983	954	29	2635	3618
21	ENST00000417564	+	ENSG00000160305	DIP2A	protein_coding	46458891	46570015	242	4957	4716	241	2393	7350
X	ENST00000542843	-	ENSG00000187268	FAM9C	protein_coding	13035618	13044682	212	598	387	211	5260	5858
9	ENST00000359428	+	ENSG00000126883	NUP214	protein_coding	131125586	131234663	120	6392	6273	119	1176	7568
1	ENST00000565488	-	ENSG00000085491	SLC25A24	protein_coding	108134043	108200343	206	1639	1434	205	2610	4249
19	ENST00000592062	-	ENSG00000104907	TRMT1	protein_coding	13104907	13117567	572	2551	1980	571	28	2579
8	ENST00000521726	-	ENSG00000156482	RPL30	protein_coding	98041807	98046469	788	1132	345	787	-3	1129
17	ENST00000303790	-	ENSG00000170049	KCNAB3	protein_coding	7921859	7929856	422	1636	1215	421	1243	2879
1	ENST00000650277	+	ENSG00000285946	LCE7A	protein_coding	152859996	152861252	58	345	288	57	267	612
X	ENST00000370836	-	ENSG00000171004	HS6ST2	protein_coding	132626016	132961395	417	2234	1818	416	2207	4441
5	ENST00000390656	+	ENSG00000182132	KCNIP1	protein_coding	170504036	170736630	763	1425	663	762	824	2249
3	ENST00000464873	-	ENSG00000175792	RUVBL1	protein_coding	128064785	128153914	752	1699	948	751	427	2126
17	ENST00000439174	-	ENSG00000120063	GNA13	protein_coding	65009289	65056740	148	1281	1134	147	4968	6249
12	ENST00000229270	+	ENSG00000111669	TPI1	protein_coding	6867119	6870948	338	1198	861	337	565	1763
5	ENST00000396137	+	ENSG00000152409	JMY	protein_coding	79236131	79327211	521	3487	2967	520	5609	9096
8	ENST00000637795	+	ENSG00000198010	DLGAP2	protein_coding	737628	1708476	181	3348	3168	180	7070	10418
11	ENST00000294168	+	ENSG00000162227	TAF6L	protein_coding	62771396	62787342	109	1977	1869	108	46	2023
7	ENST00000546910	-	ENSG00000258227	CLEC5A	protein_coding	141927357	141946974	189	755	567	188	2747	3502
11	ENST00000382171	-	ENSG00000205869	KRTAP5-1	protein_coding	1584342	1585283	35	871	837	34	71	942
15	ENST00000396328	-	ENSG00000166415	WDR72	protein_coding	53513741	53762878	241	3549	3309	240	3958	7507
11	ENST00000641156	-	ENSG00000183389	OR56A4	protein_coding	5999445	6006946	221	1162	942	220	2606	3768
10	ENST00000374466	+	ENSG00000169826	CSGALNACT2	protein_coding	43138445	43185302	377	2005	1629	376	1760	3765
12	ENST00000252244	-	ENSG00000167768	KRT1	protein_coding	52674736	52680407	60	1994	1935	59	457	2451
20	ENST00000378392	+	ENSG00000132623	ANKEF1	protein_coding	10034987	10058303	456	2786	2331	455	2643	5429
4	ENST00000304337	-	ENSG00000169989	TIGD4	protein_coding	152769354	152779730	788	2326	1539	787	112	2438
12	ENST00000339235	-	ENSG00000171823	FBXL14	protein_coding	1565993	1594581	516	1772	1257	515	755	2527
19	ENST00000614049	-	ENSG00000278318	ZNF229	protein_coding	44426254	44448472	430	2907	2478	429	2049	4956
12	ENST00000418425	+	ENSG00000050426	LETMD1	protein_coding	51048338	51060413	20	1141	1122	19	982	2123
8	ENST00000380629	+	ENSG00000104765	BNIP3L	protein_coding	26383054	26413127	78	737	660	77	2715	3452
18	ENST00000261292	+	ENSG00000101670	LIPG	protein_coding	49562057	49599185	253	1755	1503	252	8663	10418
19	ENST00000391738	+	ENSG00000239998	LILRA2	protein_coding	54573790	54590287	90	1541	1452	89	2941	4482
14	ENST00000395468	+	ENSG00000168175	MAPK1IP1L	protein_coding	55051647	55070194	162	899	738	161	5567	6466
19	ENST00000587152	-	ENSG00000125746	EML2	protein_coding	45609400	45645602	159	2711	2553	158	263	2974
13	ENST00000376705	+	ENSG00000185352	HS6ST3	protein_coding	96090107	96839562	757	2172	1416	756	6364	8536
12	ENST00000332180	+	ENSG00000136051	WASHC4	protein_coding	105107731	105169130	71	3592	3522	70	2199	5791
20	ENST00000422202	+	ENSG00000101203	COL20A1	protein_coding	63295040	63334851	69	3962	3894	68	4135	8097
16	ENST00000219368	-	ENSG00000103089	FA2H	protein_coding	74712969	74774820	66	1184	1119	65	1221	2405
14	ENST00000308317	+	ENSG00000092208	GEMIN2	protein_coding	39114323	39136973	17	826	810	16	494	1320
11	ENST00000335080	+	ENSG00000186280	KDM4D	protein_coding	94973709	94999519	805	2376	1572	804	575	2951
4	ENST00000396533	-	ENSG00000170516	COX7B2	protein_coding	46734827	46909207	252	497	246	251	120	617
6	ENST00000359775	+	ENSG00000175048	ZDHHC14	protein_coding	157381190	157678157	833	2299	1467	832	5035	7334
19	ENST00000301280	+	ENSG00000167670	CHAF1A	protein_coding	4402640	4443397	124	2994	2871	123	372	3366
22	ENST00000403305	-	ENSG00000128346	C22orf23	protein_coding	37943050	37953601	164	817	654	163	1125	1942
10	ENST00000369774	-	ENSG00000107957	SH3PXD2A	protein_coding	103594027	103855576	311	3712	3402	310	7789	11501
17	ENST00000688902	-	ENSG00000133026	MYH10	protein_coding	8474215	8631376	488	6511	6024	487	1589	8100
9	ENST00000374045	-	ENSG00000181634	TNFSF15	protein_coding	114784652	114806039	28	783	756	27	5800	6583
11	ENST00000304363	-	ENSG00000110066	KMT5B	protein_coding	68154863	68213296	236	2893	2658	235	2825	5718
12	ENST00000229002	-	ENSG00000111404	RERGL	protein_coding	18080869	18090193	208	825	618	207	322	1147
9	ENST00000534113	+	ENSG00000187742	SECISBP2	protein_coding	89318851	89359662	386	2746	2361	385	838	3584
11	ENST00000316461	+	ENSG00000162222	TTC9C	protein_coding	62728486	62738636	364	879	516	363	254	1133
5	ENST00000693299	+	ENSG00000113719	ERGIC1	protein_coding	172834338	172952533	657	1253	597	656	1717	2970
X	ENST00000458128	-	ENSG00000226784	PGAM4	protein_coding	77967949	77969638	1	765	765	0	925	1690
X	ENST00000642864	-	ENSG00000124313	IQSEC2	protein_coding	53232876	53321350	228	4694	4467	227	1343	6037
13	ENST00000379485	-	ENSG00000165572	KBTBD6	protein_coding	41127569	41132802	292	2316	2025	291	2918	5234
1	ENST00000368439	+	ENSG00000173207	CKS1B	protein_coding	154974653	154979248	250	441	192	249	471	912
17	ENST00000361722	+	ENSG00000198933	TBKBP1	protein_coding	47695264	47712050	850	2697	1848	849	1424	4121
7	ENST00000397560	-	ENSG00000006459	KDM7A	protein_coding	140084746	140176983	47	2872	2826	46	6348	9220
14	ENST00000389912	-	ENSG00000133983	COX16	protein_coding	70325081	70359683	97	417	321	96	1252	1669
2	ENST00000341287	-	ENSG00000188674	C2orf80	protein_coding	208165347	208190030	154	735	582	153	460	1195
3	ENST00000383820	-	ENSG00000156990	RPUSD3	protein_coding	9837849	9844008	19	1050	1032	18	167	1217
11	ENST00000562197	+	ENSG00000261594	TPBGL	protein_coding	75240774	75243704	277	1425	1149	276	1506	2931
6	ENST00000607124	-	ENSG00000124635	H2BC11	protein_coding	27125897	27132750	1	381	381	0	569	950
13	ENST00000381989	-	ENSG00000102699	PARP4	protein_coding	24420931	24512778	75	5249	5175	74	188	5437
17	ENST00000269391	-	ENSG00000141576	RNF157	protein_coding	76142474	76240493	254	2293	2040	253	2761	5054
11	ENST00000335099	+	ENSG00000186907	RTN4RL2	protein_coding	57460528	57477534	339	1601	1263	338	623	2224
9	ENST00000342836	+	ENSG00000010438	PRSS3	protein_coding	33750690	33799230	91	870	780	90	50	920
3	ENST00000326361	+	ENSG00000121864	ZNF639	protein_coding	179323763	179338583	446	1903	1458	445	4161	6064
2	ENST00000649046	-	ENSG00000081479	LRP2	protein_coding	169127109	169362534	136	14103	13968	135	1554	15657
5	ENST00000532219	+	ENSG00000254996	ANKHD1-EIF4EBP3	protein_coding	140401908	140549569	61	7914	7854	60	332	8246
9	ENST00000373580	+	ENSG00000185585	OLFML2A	protein_coding	124777133	124814882	139	2097	1959	138	4470	6567
12	ENST00000542678	-	ENSG00000150967	ABCB9	protein_coding	122929000	122981649	2840	5140	2301	2839	911	6051
11	ENST00000307366	-	ENSG00000168569	TMEM223	protein_coding	62789971	62792006	13	621	609	12	652	1273
16	ENST00000611870	+	ENSG00000152910	CNTNAP4	protein_coding	76277401	76560757	263	4189	3927	262	2074	6263
6	ENST00000338882	-	ENSG00000053328	METTL24	protein_coding	110243940	110358349	78	1178	1101	77	2006	3184
8	ENST00000523016	-	ENSG00000164919	COX6C	protein_coding	99887061	99893680	74	301	228	73	444	745
12	ENST00000293502	-	ENSG00000170426	SDR9C7	protein_coding	56923133	56934408	148	1089	942	147	700	1789
16	ENST00000268261	+	ENSG00000140650	PMM2	protein_coding	8797839	8849325	45	785	741	44	1500	2285
16	ENST00000361017	+	ENSG00000168925	CTRB1	protein_coding	75218988	75224924	21	812	792	20	58	870
4	ENST00000540549	+	ENSG00000168769	TET2	protein_coding	105146293	105279816	861	6869	6009	860	3297	10166
6	ENST00000629020	+	ENSG00000146416	AIG1	protein_coding	143060899	143190597	28	432	405	27	3204	3636
6	ENST00000368924	-	ENSG00000203797	DDO	protein_coding	110391784	110415575	114	1139	1026	113	991	2130
5	ENST00000430046	+	ENSG00000157107	FCHO2	protein_coding	72956041	73090522	57	2489	2433	56	2432	4921
19	ENST00000263390	-	ENSG00000105085	MED26	protein_coding	16574919	16628204	262	2064	1803	261	1108	3172
12	ENST00000266544	+	ENSG00000139180	NDUFA9	protein_coding	4649114	4694317	14	1147	1134	13	7209	8356
1	ENST00000368277	+	ENSG00000160783	PMF1	protein_coding	156213007	156240042	10	627	618	9	441	1068
10	ENST00000648076	-	ENSG00000065618	COL17A1	protein_coding	104031286	104085880	170	4663	4494	169	949	5612
12	ENST00000453097	+	ENSG00000050438	SLC4A8	protein_coding	51424831	51515763	158	3439	3282	157	8325	11764
3	ENST00000285021	-	ENSG00000154767	XPC	protein_coding	14145147	14178601	34	2856	2823	33	794	3650
17	ENST00000393408	-	ENSG00000108468	CBX1	protein_coding	48070052	48101198	482	1039	558	481	1383	2422
19	ENST00000595464	+	ENSG00000134830	C5AR2	protein_coding	47332175	47347329	191	1204	1014	190	5516	6720
1	ENST00000234701	+	ENSG00000016490	CLCA1	protein_coding	86468368	86500259	352	3096	2745	351	214	3310
17	ENST00000451037	-	ENSG00000154975	CA10	protein_coding	51630320	52158714	929	1915	987	928	1264	3179
17	ENST00000292114	+	ENSG00000244045	TMEM199	protein_coding	28357647	28363683	25	651	627	24	2431	3082
22	ENST00000348946	+	ENSG00000100298	APOBEC3H	protein_coding	39097224	39104067	128	676	549	127	370	1046
17	ENST00000262406	+	ENSG00000108370	RGS9	protein_coding	65137370	65227703	172	2196	2025	171	296	2492
16	ENST00000640173	-	ENSG00000284484	CPHXL2	protein_coding	75660227	75677009	11	1213	1203	10	27	1240
1	ENST00000368489	+	ENSG00000143515	ATP8B2	protein_coding	154325525	154351304	216	3788	3573	215	2186	5974
19	ENST00000248072	+	ENSG00000127529	OR7C2	protein_coding	14941489	14942448	1	960	960	0	0	960
18	ENST00000580059	-	ENSG00000134504	KCTD1	protein_coding	26454910	26548553	18	2615	2598	17	833	3448
7	ENST00000306984	-	ENSG00000168303	MPLKIP	protein_coding	40126027	40134622	56	595	540	55	7032	7627
10	ENST00000354105	-	ENSG00000095485	CWF19L1	protein_coding	100232298	100267638	46	1662	1617	45	929	2591
18	ENST00000308268	+	ENSG00000154611	PSMA8	protein_coding	26133877	26193355	90	860	771	89	944	1804
X	ENST00000286448	+	ENSG00000124333	VAMP7	protein_coding	155881345	155943769	114	776	663	113	1818	2594
7	ENST00000344111	-	ENSG00000240230	COX19	protein_coding	964852	975549	41	313	273	40	4526	4839
17	ENST00000392769	-	ENSG00000154240	CEP112	protein_coding	65635541	66191869	220	3087	2868	219	430	3517
1	ENST00000370673	+	ENSG00000203943	SAMD13	protein_coding	84298366	84350798	193	543	351	192	1024	1567
21	ENST00000284987	-	ENSG00000154736	ADAMTS5	protein_coding	26917922	26967088	698	3490	2793	697	6131	9621
